text,target
hm. back from gym. the weather is way too hot...!!!! ,0
I want a waggle dance ,0
starting my day at work and not loving it!  ,0
URGH! I keep just wasting my days! ,0
Can't fall asleep  fml.,0
have h/w i cbf doing ,0
poor izzy... i love greys anatomy and this is just to sad... ,0
  WELL I'm going to go play pokemon.... ,0
" http://wvtc.net/about.cgi We missed TechNewsVT last weekend, sorry  I'm in Randolph tonight, and we're going to figure that out",0
 i guesss sooooo but hes sooo cute hmph! lol... ,0
  i got below average in acheivement in maths in my report. (lots of 'in' in that sentence) its jsut coz i need to work on..,0
" Oii Tarah, are you ever coming back to Tyndale? I MISS YOU!  *hug*",0
I want a new phone ,0
goin hme in a lil bit can't wait although i'm scared i'll get bored real quick ,0
Right now  has 354 less followers than  http://www.whohasmorefollowers.com wish I did not know now ,0
my sudden change of heart towards beyonce's last album is SO WRONG . why me ?  DAMN YOU SASHA FIERCE. i admit defeat ,0
is laying in bed... not wanting to go to her meetings today. miss you lina ,0
 i dunno it just came yesterday in the post ,0
Dreamt last night Mommy told me that Daddy wasn't my daddy; why are my nightmares more disturbing than scary? ,0
oh poor sam  I heart you,0
 using the GM seed? i really don't want to use the test version though  dont wanna risk it,0
"Morning! I'm not feeling very well, my throat hurts really bad ",0
"i am just saddened  3 people are awake. lul the rest might be awake thanks to me. but man, i need a new plan lol",0
just had a really emotional talk with my family  gonna go to bed,0
rewriting a lot of juniper policers good times ,0
Spinning Done!!!!! Now off to work for the next 14 hours ,0
"I hate to think about it, but I still have tons of holiday assignments left to complete  Just a few more months, endure my dear.",0
"waiting, about to go out for my bus. finals are today! english and math  oooh welll.",0
 mehhhhhhh i miss you ,0
 damn! I missed that point when reading the rulez  apologies,0
 Nooo! I so didn't wna here dat! Hav u got woteva I missed on Monday? Sherdinator wnt b there but we may hav class  dangit,0
"  in Noodles World, the ppl r all wearing yellow to remember yoooh, cept they always wear yellow xD",0
not doing so great. i hate the end of the year stress ,0
"I'm up after 4hrs of sleep and no sight of a bed again until at least 9 tonight  and then back up at 3am to run to the Arch, this sucks!",0
" ohh why not  could be useful, gonna start on the certification soon.",0
is being distracted by facebook quizes dammit!!! so much hw too ,0
"FIVE DAYS AGO, WE WERE WAITING TO SEE THE JONAS BROTHERS AND DEMI LOVATO.. I'M SAD ",0
 I'm up all the time.  I never sleep.    But it's 7 a.m. now.,0
 am i just meetin use down town? cant txt as i dont have anyy!  fone me when ur out of school pleasee! x,0
 Thanks again  for the reminder about M&amp;W Look. We need reminding because Sky+ will not allow series link on that show ,0
pouring some liquor out for sec. of state hillary clinton's elbow http://www.cnn.com/2009/POLITICS/06/18/clinton.arm/index.html ,0
its my mom's birthday today..i just emailed her a while ago..so whats up kidds? i miss someone so much  i cant smile....,0
" Is live still broken ? cant find last weeks sega games to dl, tried from trial i had n got error code  i want Altered Beast",0
" yeah one minute she's starting to get all horny, the next shes gone, nothing. i feel lost ",0
dammitttt!! just saw a friend's status msg on FB and now know who is leaving Masterchef - i didn't want to know!!!!!!! ,0
Ryan haha miss you ,0
sad song + rain = ,0
 this has me nervous ,0
"I cannot bring myself to get from under the covers. This is bad, real bad, michael jackson!! Lol! I don't waaannnnnaaaa  damn u work",0
Packing up my room today ready to move out on sunday! Sad times! ,0
  LOL! No la...  is tempting me with sausage at Plaza Mont Kiara flea market! ,0
 I didn't enable it. It was just there. Might be a remaining part of bossprefs on firmware 2.1 though ,0
"Though using Apache mod-rewrite in .htaccess helps a lot in SEO, it increases complexity and causes significant performance degradation ",0
 nope. I would have thought Meebo would have reased their app by now too ,0
  that sucks!!!! im megggggga bored- help!!!!!!!,0
Depressing when you look at a site that ranks number 1 for a term and it's backlinks are absolutely shocking. Just not right! ,0
"After a 2 day hiatus. Finally I can type! But my shoulder, neck n back still hurts ",0
really wants to watch Adventureland!!! but why isn't greater union showing it?  88% on rotten tomato !!!,0
My dog hurt his paw last night and is limping this morning ,0
 uninstalled tweetclients on my work laptop as it's due to be repaired.. fring on my phone also stopped working for no reason ,0
"I'm going with it's just a pulled muscle.  Now, no Dr visit necessary.I just wish it would stop hurting...  ",0
has an ache.  A big ole bearded ache. ,0
Got the sniffles  boohoo!,0
Can't talk to cousins anymore because school started... only on the weekends from now on. Sigh. ,0
"Finally getting my lovely phone back today, hurrah! Now off to pay ÃÂ£600 to get my car back ",0
singfest is gonna be cancelled? true or false? ,0
having crucial trust issues. ,0
 sorry to hear the failure of IT. same everywhere. ,0
" Morning. Do you know how much that is in Celsius ? I'm fine, how are you? It's raining. Supposed to be sunny ",0
 Ã¨Â¿ÂªÃ¨Â¿ÂªÃ¥Â°Â¼Ã¥Â¥Â½Ã§ÂÂ¡Ã§ÂÂ©ahh?! Ã¦ÂÂÃ¦ÂÂªÃ¥ÂÂ»Ã©?Â ,0
"says gugugud evening. inis, nwawala charger ko ng PSP.  urgh. http://plurk.com/p/11vcij",0
"skipped my 1st pep cut because of school work, hope they'll give me a chance tomorrow  http://plurk.com/p/11vciz",0
OMG IM TWEETING TOO MUCH! SORRY! ILL STOP! ,0
I need to stop staying up this late ,0
omg i went to the gym for 4 hours  omg too bad i ate cookies and peanutbutter just now  EFFING PIG WHALE,0
"g0odness me, i d0n't fEel s0oo well t0day.. kinda weak.. ",0
Todays forecast: feeling like a cold turd. I need some serious something to keep me up and active. ,0
 Vintage Turntables.  You'd have a needle/cartridge problem. Find a DJ Supply store. My TT is digital. Too lazy to record ,0
Just got home ... (from school)... bunch of homeworks again... ,0
studying Ancient Greek.  They put their words in the wrong order.,0
"Damn man, now I see the point, wish I had bought a high end phone to twitter from it. ",0
"My letter from the Doctors didn't arrive this morning, contrary to what the receptionist said would happen yesterday ",0
 train replaced by bus. Wonder what time I'll get home. Enjoyed the tweetup.,0
So it seems I'm not the only one whose storm isn't working. Looks like i'll be without berry for about a week soon ,0
Does Push Notification work on the iPod touch? I've gotten no notifications.  (I've got AP Mobile with notifications enabled),0
I ended up falling asleep right at the end of Top Chef! Lame! I also woke up an hour before my alarm went off. That means I should clean. ,0
 which cd???? The pre one or the reunion? Cus I haven't heard of others ,0
I want to take mums credit card and buy anytg i want so im not sad anymore  it would make me feel better! x,0
"Got a call earlier from , probably the worst timing for Danny to give me an ear full, I yelled back at him, sorry mate.. ",0
Oh god just had a major panic! Thought Noah was going to steal my spongebob teddy ,0
My EX is still my EX! ,0
" Yeah, with the guys lol ;) Nope  Tho my neighbour pretty fly ;) lol naaah, i babysit his siblings :|",0
My 360 died ,0
 nooooo i wish i could! ,0
Wow french is boring  CANT WAIT TO SEE  again!,0
Morning rain ,0
 You've lost me now. ,0
It turns out that sleeping in is something my body is 100% uncapable of doing. ,0
 I am going to be rattling! Thyroid on margins of low as well :S I feel a total wreck ,0
 well.... it sucks and got confusing ,0
 hey! It's coming to the German stores tomorrow  But I still cuddle with my 3 G ;-),0
Woke Up With A Swollen Ugly Eye!! ,0
not in the mood cos i was really looking f4wrd 2 going out  stuck her on FB and Twitter.,0
Feeling unwell... Having sort of chest pain  http://myloc.me/4gzZ,0
cause my EX is still my EX! ,0
"in all seriousness though, does anyone know what could be causing my legs to hurt so fucking much? awful pain in knees + ankles. help ",0
Do you ever feel like your world is caving in when you've got connection issues? thats the way i'm feeling right now ,0
 that's pretty cool. I'm stuck on orange til jan though ,0
"Damn its raining something fierce! Hopefully it'll stop by the time I get to Union Station, but it probably won't ",0
 The cd coming out tomorrow. ,0
y is it sooo expensive...  but so perfect,0
attending my last day of high school.   i love seniors09&lt;3,0
Where is everyone? Are you all having a party and didn't invite me ,0
" we already went through Independence, but I didn't see her ",0
"Oh my gosh, most horrible freaking nightmare ever.  Dunno if I can go back to sleep after that one.",0
Home's playing up again ,0
 you mean that every wednesday night from now on in isn't going to be a safari special?! Oh no how you dissappoint me Helen ,0
" gave me serious NK pangs! LOL! How was ur hols hon!? So much to tell u, feels like u been gone ages!! ",0
"while working out moving average, smoothing and other forecasting methods, miss sniff and sneeze visited me. ",0
"2 Hours left, with 9 hours of Episode 2 writing left to do...I should really get off of here ",0
 Hell of a morning to be OUT of coffee at the apartment.    Watching rain drip down the windows.  Emergency Earl Grey time.,0
... Just missed the damned bus ,0
Reception have now officially moved from the main office to the new Visitor Centre here at Snape. Strangely quiet without them ,0
 not a golf shirt my bb doesnt have a camera ,0
 no  although I shall be around on Tuesday afternoon.  What are you doing this summer?,0
 UNFAIR. NO CLASSES. ,0
im sad just found out my high-school crush is married    so sad!!!!,0
 that's really cool that u and deon r working out together. I might get to see don this sunday even tho it'll be the whole fam ,0
 yeahh but you're impossible to get a hold of these days  miss you!,0
damn. so bored now. haha. no one to chat with. ,0
"I'm a full on dick head, feel free to kick me ",0
 neither do I ,0
School is not fun when all your friends are quarantined ,0
I ache this morning ,0
"R.I.P for my my grandmother, born: May 1929, died: June -09.  I'm gonna miss you &lt;3 &lt;3 &lt;3 (((",0
 i know - just hate making decisions  lol,0
 sadly no  .haha.i only know the ones you taught me.the latest one i know would be bienvenidos.i know how to say toilet but...,0
"While Prince is too skinny TT That's why we have to feed him, he to weak to eat with his mommy  http://twitpic.com/7p9jh",0
"hungry, someone fetch me a maccies? ",0
 We've put too much effort in it to fail     ,0
This is one of those painful moments when you realize the most perfect man in the world could never ever be yours ,0
"Is bored, no-one else is watching me ",0
When I say awake...I mean going to get coffee and donuts on my way to the carwash kind of awake!!!  24 hours carwash??  Not likely ,0
I wish I was at the wildlife park ,0
I had a really bad dream  what's up with my dream fairy or something? Can't a girl ever get a break?,0
ugh no-ones twittering....................................bored  I miss   and   they were funny yesterday,0
Just woke up aand Omg my laptop won't turn on or charge   myyy musix projex =|,0
" : Hah, that doesn't happen often ",0
" ah, I don't have msn on my computer anymore after it was rebooted  don't worry about it, I'm not too fussed atm...",0
 Hahah!  Maybe he could give his meals to her?  And I Ã¢ÂÂ¥ Amy as well!  Poor love!  ,0
I am trying to understand something which am really not interested in.. ,0
"damn, benjamin button came out on DVD this week, and i have no money to get it  I know! ill sell some stuff! http://www.bidfox.co.za",0
"Is bored, no-one esle is following me on Twitter ",0
hohoho. bored ,0
when i thought i was done with school i had to go back in for an hour ,0
Rufus is poorly sick ,0
 *sigh*  but well done rogue,0
Ahh man! i wish i still had my second pair of ear piercings  they looked so awesome,0
I hate computers and they hate me - they always die on me &amp; now i have a replacement and cant find anything i need!  ,0
hmmm...... geography homework sucks  should have done it last night ,0
" Sorry to hear that, Sheena. ",0
Omg y is it still rainin???  dis is dat stay home n get laid n sleep all day weather!! *hummmppfff*,0
+ i hate getting sick the day before interhouse cross country  or at all in fact!,0
"is bored, no-one else is following me on Twitter ",0
 CASSE TOIIIIII PUTAAAAAAIN ,0
Sunglasses are back in the drawer.  ,0
" well, i could be considered as high-school graduate here but it's complicated&amp;not guaranteed either gah!MISS&amp;&lt;3 YOU TOOOO ",0
is SO tired. going in for tutoring before test! ,0
 Which CalDav server do you use? I'm struggling to get iPhone to talk to Davical - works fine from iCal and Sunbird. ,0
" sori ney ga bs ke pechakucha. tdny mo ksana, tp perut gw nyeri seharian ",0
"ma pregatesc sa plec la examen. &quot;argumentare si retorica in comunicarea publica&quot;. dup-aia, mai vad eu  today is not a good day 4 science",0
"update 200! proud or scared? urg im so not feeling like doing all this work, going to gas on at*people*tomorrow for geting me in trouble ",0
i miss 2G.  3D's not my type of class :| [sorry],0
my voice is so croaky STILL. i need a drink ,0
 hehe. i want winter back  wouldnt be so bad if i had the right body to go wandering round in barely more than a bikini.,0
"Industries that are severely affected and continue on a down trend include IT-Software, Retail  and Real Estate ",0
"At work mad sick, it just keeps getting worse. I need rest I think my body is breakin down  can't wait for the weekend so I can sleep!!!",0
 yeh...want to but cant tho  ....actually wud be happier working,0
 Hi Ate LEslie. . I'm just going to ask how much is the album of Guilty Pleasure.. I haven't gone to the store yet kasi.. busy ,0
Bad luck with beauty brands continues... bought a leave in conditioner that makes my hair feel like straw ,0
Our last Maskovy died  We'll miss you Quackers!,0
can't reach his finnish friend. ,0
Mostly cloudy...  http://yfrog.com/0trofgj,0
" the spotlight looks fantastic too. Unfrtntly, still no video though ",0
Feeling a bit messy tonight. It's all just gotten a bit much right now ,0
On my way to the airport. California here i come. I have a headache ,0
" Jewish and you're not interested? Well that -is- strange lol. Apparently he's good though, don't have time to read these days ",0
Going to work already ,0
"heloooo tweets ! last day in pattaya ! tomorrow back to bangkok, there a few days &amp; then back to finland ! ",0
has got a stupid amount of stuff to do is sooo hungover from Carleton ,0
" I saw it today. I saw your tweet as soon as I returned from the cinema. It is good, but many book details are skipped ",0
Trying to work on the E-Pal proposal ,0
feeling ill but got to cycle into town to visit natwest and photocopy my passport... ,0
 Yes - Anna hosts the 3rd and 4th hour of CNN Today (Hong Kong edition) - not sure about Lola - I miss her! ,0
 your hard disk is w/ me. Will give it to u next time we meet k? Too bad we can't go out tomorrow  oh well~,0
 I'm glad you had a great time at the Take That concert I don't have any more concerts until October now ,0
My Mausi isn't @ Home  I tried to call her two minutez ago...,0
 i can never find my name on the souvenir key cahins  ! hahahaha,0
"afterr thatt, it started to POUR. like Cats&amp;Dogs! i dont like cats.... and i dont like the sight of dog abuse   anyway. so i got home",0
 Any spare tickets for your show in Ireland ?  They sold out before i got them x,0
  no sorry  not today,0
cloudy in germany...ughhh ,0
" Hope you were able to do so.  They ARE phenomenal.  Now, I'm wanting some too. ",0
another awesome day that I go and ruin as per usual ,0
"this has been one of the best 2 weeks of my life, probably the best ! i don't wanna leave ! ",0
oh shyt idk if imma make it to work today ,0
going to sleep... i have to wake up in 2 hours ,0
 -you were Ms Megabyte?  hi .. nice to meet you .. I couldn't make it to  tonight ...  ... next one though,0
Stayin home with my princess. She's got an ear infection &amp; a fever ,0
P.e now ,0
i wanna change this blue background.... but somehow cant ,0
Also waiting on a reply about a house that we really want to rent......(she says whilst biting her nails impatiently) xxx ,0
sorry for the remove followers! nOw i only follow celebrity!  oops!,0
"Everyday Im getting sicker  Ben Haslaw funeral tomorrow, which should lighten my mood even further!",0
And do you believe it&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 1-2 inches of rain for today ,0
i can pass. i have to if i want that blackberry! its not 7:09.. i should start getting readddy  GAH,0
I've uploaded my pic.......think I may take it off &amp; upload something else? still having a look at Benidorm.....prices have sky rocketed ,0
I DID NOT WRITE DEADLY LOYALTIES -another Jennifer Storm when you search for my book.  Sorry for anyone who bought it thinking it was me. ,0
it's my birthday in 12 hours. ,0
actually hates sharing birthday with Edward Cullen ,0
Kevin is telling me how hes goingto fail his test and its rainning  Music anyone?,0
going to bed without a 3.0 jailbreak update. ,0
Back in hospital tomorrow ,0
time was felt so old ,0
" i'm not writing anymore, i'm only putting photos in. IT'S PURE CRUELTY! and i cant keep my eyes open ",0
"Hmm...it seems as thought the store update is, well, lacking. I was looking forward to Fat Princess too ",0
" whaaaaaaat, why. how do you know. thats bullshit. ",0
work in 50 mins  might bag a creamfields ticket the line-up is so fookin gud ,0
I hate the rain. I'm all wet ,0
 hey! haahaha school tomorrow thank god its frida i heea miss wetherall did the cat today  oh im sad i missed it haha,0
"I have a headache, feeling dizzy &amp; my eyes are sore.  hope I'll feel better in the morning. Friday is my day!",0
"Poos and wees and cheddar cheese, this isnt working ",0
no school 2moro YAY wait that means ive gt a hole day ahead of me with nothing to do  oh well im sure ill fihure it out,0
Being impulsive @ Mkt = not good ,0
Why is it always raining in Scotland?!!!! ,0
Another rainy day here in Chicago. ,0
Today is just one of those sleep-in days.  ,0
...need to get up &amp; out of bed !!!    Why did I stay up so long last night   ...................EMJAY!,0
I still can't decide between Blogspot and Tumblr. More on reblogging na klasi ang Tumblr. ,0
Bad weekend start off  got two injections in my butt for migraine pain and deeply feeling like killing my dentist for screwing up my jaw!,0
still fighting off this migraine i've had since 4 yesterday ug ,0
At the party of the Tonys where they show all the people who passed....... Sad.  ,0
 we can't get wordpress here without a proxy ,0
"4am. why am i still awake? oh yah, at the new place, have to wait for the bf who refuses to stop working until he finishes. BLEGH TO HIM! ",0
little man had a 102.5 fever  gave him medicine and he juust fell asleep in my lap. he'd been up since 550 ,0
Cancelled trip to the Fat Duck for tomorrow. Sob. Might try making egg and bacon icecream on my own. ,0
No Net At Home! I'm Alone At Work  Anyways... Met Tariq After 10 Years!  And My Kuksypie's Leaving Tonight ,0
OMG I can't believe I just admitted that. I'm so embarrased no. ,0
 I am so jealous  x I can't wait to see your pretty face on Saturday x x x,0
I may not be moving... confusion is setting in.  I need something to get me onto my feet ,0
whOa!college life is so tiresome ,0
missing my boyfriend ,0
 yes! For realz  that's life..good luck on your 2nd 1st day!!,0
"neglecting my body too much... need to go to the gym, but i won't go...  anyway, congratulation to my girl Leah!",0
My tummy hurts and I feel sick  -  You poisoned me! :|,0
i miss my cast. ,0
I hate waiting for the metrobus in rainy weather like this.  ,0
 hey! haahaha school tomorrow thank god its friday i missed miss wetherall do the cat today  oh im sad i missed it haha,0
 no add from lyssapants ,0
 keep the aloe close by ,0
i bet it's a childhood trauma. maybe her first crush was a fag  lololol oh pale,0
" Nope, happening again... I'm just trying to list some stuff ",0
" I miss me2teh, i also miss normal sized cucumbers. Boo france ",0
QuickPwn still not out yet  ..................... wana see my phone on OS 3.0,0
"waking up cold on the floor, is no way to start the day. Not to mention we are out of coffee. ",0
"just got home, running on three hours of sleep (6am to 9am)... man, im tired!!! my eyelids are sooo heavvvvyyyy... ",0
"Neighbourhood cats have been in my garden again, i can smell their feces, nice. ",0
WOW.. There was just a catepillar on my living room floor. Random! I brought it outside in a cup but I think my cat already killed it ,0
says Loong week at work and not over yet. Need to knit!!!  http://plurk.com/p/11vet6,0
Yea so I'm mad that LOUD ASS THUNDER just woke me up!! ugh ,0
just lost the game ,0
I am so fucked for my exam ,0
 yeahh my arm is achey too ,0
is problematic...my life is in such a mess right now...  http://plurk.com/p/11veut,0
Today i'm having the END OF THE YEAR SHOW! i'm soooooo Nervous! tomorrow is the last day! i don't want to leave! ,0
goodbye beautiful locks ,0
Morning. Glad to know im a great mom but a lousy wife. ,0
Raining again! ,0
is starting her English Alevel revision...... 2 hours before it starts ,0
I just woke upss. Getting readyy then school &amp; I gotta make up two tests today ? ,0
"OK, I'm up. I'm alive. And I feel a little better since yesterday. Still feel like I might puke, though. Can this week be over, please? ",0
Need a massage over done it in the gym and the run home ,0
"Apparently I'm too excited for US Open week. Been up all night, so much for sleep ",0
Fly With Me - Jonas Brothers   so... i'm gonna do my homeworks. i'm bored   but i can go out with my bff this weekend! yay!,0
its hot...cant believe i have to go to delhi tonight ,0
still waiting for quotes for this surgery i need but $3000 seems far too much ,0
Good eve. Another hectic class tomorrow. it's a no-thank God it's Friday for me ,0
"oh and btw, remember there is nothing i like more than forgetting i have a cut, and shoving detol in it.  feels good on open wounds :S :S",0
"Oh what the fuck, no milk and no coffee. A trek to the shop is in order ",0
any other HOME'ys having connection issues????? D5027 ,0
"Well, now I can download apps, but my iPod is still laggy at turning on. ",0
This weather is depressing....I feel like I live in Seattle nt NJ ,0
Lead Me Lord..... ,0
Off to work then Calirayaaa. I'm excited but I will surely miss Pablooo.  http://plurk.com/p/11vf38,0
"I'm still alive, not turned the ps3 on for so long tho, missing it ",0
i just an so tired of being in ohio when all my family is in new jersey.  I need to go home for awhile.  I am missing my family ,0
" Its terrible, i has to take yesterday off work, and am forcing myself to go in today. Dont know what it is tbh ",0
"it's rather cold today, that means boarder shorts off the list ",0
 me too. no job and fuck all to do. Gonna have to resort to volunteering ,0
"still no internet at home! darn, i don't know how long i'm gonna survive this... ",0
I think I have got a cold now  battled against it for too long!,0
Rain is pouring down over Dublin ,0
"there goes the bell  Right I'm off for now, shall tweet y'all later after choir, no net in music block so text me if you need me",0
 I think you foun your storm in litte Miss B's arm.  Darn those T-scopes.  ,0
"Urgh. Horrible morning, overslept, Internet problems, dealing with contracts, rushing to learn how to upload vids to our website ",0
 it is summer but cold and wet ,0
 ,0
 ,0
my head hurts ,0
"I'm out in the middle of nowhere, enjoying some camping time with the fam.  However, I still have to work (even on vacay) ",0
Today is not nice for regents ,0
doc said: bed rest..  sore throat &amp; fever are ruining my plans.. ,0
bottle maker and binky patrol. the paternity test results were crushing yesterday. ,0
"Choke, the film, let me down. ",0
Just saw photos of the tipi field being constructed. This upsets me as I thought people lived in them all year round  ,0
I love you Izzy Stephens ,0
 Yay!  I'm sorry I can't meet up with you in LA.   I can't go to the west coast because it's so expensive. ,0
Morning to all! Hope its a nicer day where you are compaired to here. It's going to rain all day and the next 2 days. ,0
i'm quite bothered that his hoodie now smells like me ,0
 Geez I want to vote in 2010 but I'm too lazy to register  lol,0
Summer gym here I come ,0
 expected to rain this weekend up here looks like I am not going to get out this weekend.  Will live vicariously through you!,0
 Holla Nich. I'm sure the new album will be crazy... it can't be the same without Tiff tho. she was the soul of GLG. ,0
" that's exactly what I was thinking, shell also be taller than me ",0
Forget it... If I can't have my starbucks in the morn then I'm not gonna pray.  JK LAME EXCUSE,0
"Heard from  that  used Elinchrom Ranger Q flash at the shoot yesterday. Now I want it too, but it's not cheap ",0
 it's my fault. sorry. ,0
 I'm in at 3 and dont want to leave Edward ,0
So two days ago was my last day of school. Then I celebrated graduations. I'm still waking up too early and I'm scared for tonight. ,0
Recovering from bad flu...still got bad cough duh ,0
I feel so disgusting ,0
No to school foreverrrr! ,0
I digests ... difficult ... ,0
  I started growing a beard but it came out ginger so I had to stop ,0
" Somebody hacked Twittwer, I'm sure  And followers are appearing very slowly. Anyway, good luck, Peter! Hope you'll win!!!",0
Not in the mood to work today ,0
tidy up time ,0
"insanely busy day ahead, loads and loaaaads of work plus huge files to upload which means no streaming tvcatchup.com while i work  boo!",0
Hmmm...English regents in like 45 minutes. I'm too tired... ,0
 every time you mention your axolotls I'm reminded of Borges' fabulous short story. Hope the footless one gets better soon ,0
"god, i hope she doesnt die.  ",0
Im At Work Being Pissed At A Coworker!I Want To Punch Him In The Face But I Like My Job So Thats Out ,0
 My vacations are not until november.These five year olds are kicking the hell out of me. I am sooo tired ,0
 okay then  But bbq is always good! ,0
"Good morning, Twitterland! Dreary here in Michigan.  I think I missed our 2 weeks of summer! ",0
 I think I am going to the ATL Celebrate Freedom show over Labor Day. Now way I can make TX next weekend.  Same artists or no?,0
getting ready to head to work early ,0
Bored   Just talkin to my Friend Mac!!!,0
is wishing she could book the 8 out of 10 cats tickets now. ,0
Stupid pumps aren't working right.. This really sucks!   ,0
OH NO!!!!!!!!!!!!! Section dinner tmrw. I don't think I'm going ,0
 yep and Going to the airport made me wana go away so bad ,0
videos are up. fung fung look so far away ,0
I DIDNT SEE JERBY TODAY ,0
"i have a flu, its so sad ",0
Such a tragedy..  I hv to go office frm tomorrow n today i fell ill.. ,0
it's too hot...  ,0
sad and single  but tattoo nxt wed yay xxx,0
 was about to send you a happy mushroom doodle then realised you have one as a tee design! think again ,0
I just realized how short my summer is gonna be. ,0
Just getting ready to go home and the heavens open   FML.,0
TweetSG isn't working as well as widgeous ,0
I really f'in hate summer hoildays... I'd so much rather be in school... ROLL ON HOLLAND.... can't wait to get outta here for the week... ,0
Rain rain go away come again when i'm not going to the zoo! ,0
Does the Pizza Hut ad say &quot;Pizza-Mia&quot; or is that just me going nuts... ooh i need panadol! So sick. ,0
argh..... ubuntu 9.04 is taking painfully long to download ,0
Tried and failed to upgrade our Sky package it's certainly a case of  ,0
Looks like MEGA!rain. ,0
" no, I didn't get my mark  I litterally checked my email every 10 minutes though! Hahahhah can't wait to see those sexy pants",0
On the train going to school gotta take 2 regents today smfh  &gt;:O.,0
just woke up n whew!! it's already dark outside?!? n all of sudden my tummy's hurt.. need food already?? ,0
 too late to transplant la. i alr died at expo. gonna die again tmr ,0
We're back in VA and I'm sick  and I have work tomorrow -- MEGA Womp!,0
:  im sorryy lol and i loooove how ur in the back seat and im texting you.,0
Work+rain= ,0
It's too early !  today is NOT loosing promising.,0
Got a bad headache yesterday afternoon.  It's still hanging on. ,0
"'s gut just made a funny noise while in the lift with someone else. Embarrasing, cos it sounded like a fart ",0
feels ill today ,0
"Izzy won't die it's ok, I hope awh ",0
"Is Trying So Hard To Get Her Assignments Done by Tomorrow, But Not Having Much Luck!!!  ",0
" everything sounds good, but the friend cap sounds a little awkward to me! dunno about her or others! ",0
 wellllll I was at octo silllly you shoulda just came!  how was bamboo?,0
Weather z nt changin..itz same old fckin hot weather thn too m sneezing ,0
 It was very upsetting and now I'm going to be late for yours because he's a git! ,0
 : yep  haha. A quick session of Rock Band might fix this.,0
last day being 20 ,0
off to school french final 2day ,0
it was said that i look fat in a few pictures taken today..  is it true??,0
trying to set up the mobile device ,0
doesn't feel well ,0
 fuck my life honestly.,0
" thanks hon, although I've never been allergic to anything before. No idea what it could be ",0
"doc put me back on citalopran, signed me off for a week... am now having to beg mum for money for rent ",0
I feel  sick. My stomach hurts. I  got a pounding headach i cant breath i feel cold yet i feel like i have  a fever ,0
 oucch that doesnt sound fun  longg day x,0
i have a grey hair in my goatee...  im old  ,0
 great! too bad you cant come on sunday ,0
  I cant help it 2 years down the drain ,0
"wow its been a while, it wont let me use twitter on my phone ",0
Is at deaths door oh roll on 7pm get me home ,0
I didn't turn green.. ,0
Made a brochure.. Friend said it looks like a Nerolac Paints Ad! ,0
